product_id,product_name,brand,category,price_usd,ingredients_raw,ingredients_normalized,source,skin_types,skin_concerns,rating,review_count,description,text_representation
prod_000366,ARK Skincare Hydrating Beauty Mist 150ml,Ark,other,31.75,"['glycerin', 'polysorbate-20', 'phenoxyethanol', 'xylitylglucoside', 'anhydroxylitol', 'panthenol', 'lactic acid', 'xylitol', 'allantoin', 'aloe barbadenis extract', 'ethylhexyl glycerin', 'sodium pca', 'sodium lactate', 'sodium hyaluronate', 'mentha arvensis leaf oil', 'arganine', 'mentha aquatica extract', 'nymphaea coerulea flower extract', 'aspartic acid', 'phytic acid', 'pca', 'lycium barbarum extract', 'glycine', 'alanine', 'potassium sorbate', 'serine', 'limonene', 'valine', 'isoleucine', 'proline', 'threonine', 'sorbic acid', 'histidine', 'phenylalanine']","['glycerin', 'polysorbate', 'phenoxyethanol', 'xylitylglucoside', 'anhydroxylitol', 'panthenol', 'lactic acid', 'xylitol', 'allantoin', 'aloe barbadenis extract', 'ethylhexyl glycerin', 'sodium pca', 'sodium lactate', 'hyaluronic acid', 'mentha arvensis leaf oil', 'arganine', 'mentha aquatica extract', 'nymphaea coerulea flower extract', 'aspartic acid', 'phytic acid', 'pca', 'lycium barbarum extract', 'glycine', 'alanine', 'potassium sorbate', 'serine', 'limonene', 'valine', 'isoleucine', 'proline', 'threonine', 'sorbic acid', 'histidine', 'phenylalanine']",kaggle,"['all', 'combination', 'oily', 'dry', 'sensitive']","['pigmentation', 'texture', 'hydration', 'sensitivity']",4.2,100,"This other contains glycerin, polysorbate, phenoxyethanol, xylitylglucoside, anhydroxylitol, panthenol, lactic acid, xylitol, allantoin, aloe barbadenis extract","ark skincare hydrating beauty mist 150ml other ark all combination oily dry sensitive pigmentation texture hydration sensitivity glycerin polysorbate phenoxyethanol xylitylglucoside anhydroxylitol panthenol lactic acid xylitol allantoin aloe barbadenis extract ethylhexyl glycerin sodium pca sodium lactate hyaluronic acid mentha arvensis leaf oil arganine mentha aquatica extract nymphaea coerulea flower extract aspartic acid phytic acid pca lycium barbarum extract glycine alanine potassium sorbate serine limonene valine isoleucine proline threonine sorbic acid histidine phenylalanine this other contains glycerin, polysorbate, phenoxyethanol, xylitylglucoside, anhydroxylitol, panthenol, lactic acid, xylitol, allantoin, aloe barbadenis extract"
prod_000367,BBB London Rosewater Mist 50ml,Rose,other,27.94,"['rosa damascena', 'anthemis nobilis flower water', 'propanediol', 'polysorbate-20', 'panthenol', 'pentylene glycol', 'pvp', '1,2-hexanediol', 'gluconolactone', 'caprylhydroxamic acid', 'sodium benzoate', 'parfum', 'sodium hydroxide', 'helianthus annuus seed oil', 'sodium hyaluronate', 'citronellol', 'rosa alba flower extract', 'calcium gluconate']","['rosa damascena', 'anthemis nobilis flower water', 'propanediol', 'polysorbate', 'panthenol', 'pentylene glycol', 'pvp', ',2-hexanediol', 'gluconolactone', 'caprylhydroxamic acid', 'sodium benzoate', 'fragrance', 'sodium hydroxide', 'helianthus annuus seed oil', 'hyaluronic acid', 'citronellol', 'rosa alba flower extract', 'calcium gluconate']",kaggle,"['sensitive', 'all', 'combination', 'dry']","['sensitivity', 'texture', 'hydration']",4.1,1847,"This other contains rosa damascena, anthemis nobilis flower water, propanediol, polysorbate, panthenol, pentylene glycol, pvp, ,2-hexanediol, gluconolactone, caprylhydroxamic acid","bbb london rosewater mist 50ml other rose sensitive all combination dry sensitivity texture hydration rosa damascena anthemis nobilis flower water propanediol polysorbate panthenol pentylene glycol pvp ,2-hexanediol gluconolactone caprylhydroxamic acid sodium benzoate fragrance sodium hydroxide helianthus annuus seed oil hyaluronic acid citronellol rosa alba flower extract calcium gluconate this other contains rosa damascena, anthemis nobilis flower water, propanediol, polysorbate, panthenol, pentylene glycol, pvp, ,2-hexanediol, gluconolactone, caprylhydroxamic acid"
prod_000368,Natura Bissé C+C Vitamin Splash 200ml,Natura,other,53.34,"['alcohol denat', 'peg-6 capric triglyceride', 'ethoxydiglycol', 'castor oil', 'citrus aurantium amara flower water', 'citrus aurantium dulcis', 'citrus nobilis oil', 'citrus limon juice extract', 'citrus grandis', 'propylene glycol', 'xylitylglucoside', 'anhydroxylitol', 'disodium edta', 'xylitol', 'arganine', 'citric acid', 'sodium hydroxide', 'phenoxyethanol', 'methylparaben', 'ethylparaben', 'butylparaben', 'propylparaben', 'parfum', 'limonene', 'linalool', 'amyl cinnamal', 'geraniol', 'citral']","['alcohol denat', 'peg-6 capric triglyceride', 'ethoxydiglycol', 'castor oil', 'citrus aurantium amara flower water', 'citrus aurantium dulcis', 'citrus nobilis oil', 'citrus limon juice extract', 'citrus grandis', 'propylene glycol', 'xylitylglucoside', 'anhydroxylitol', 'disodium edta', 'xylitol', 'arganine', 'citric acid', 'sodium hydroxide', 'phenoxyethanol', 'paraben', 'fragrance', 'limonene', 'linalool', 'amyl cinnamal', 'geraniol', 'citral']",kaggle,['all'],[],3.9,726,"This other contains alcohol denat, peg-6 capric triglyceride, ethoxydiglycol, castor oil, citrus aurantium amara flower water, citrus aurantium dulcis, citrus nobilis oil, citrus limon juice extract, citrus grandis, propylene glycol","natura bissé c+c vitamin splash 200ml other natura all alcohol denat peg-6 capric triglyceride ethoxydiglycol castor oil citrus aurantium amara flower water citrus aurantium dulcis citrus nobilis oil citrus limon juice extract citrus grandis propylene glycol xylitylglucoside anhydroxylitol disodium edta xylitol arganine citric acid sodium hydroxide phenoxyethanol paraben fragrance limonene linalool amyl cinnamal geraniol citral this other contains alcohol denat, peg-6 capric triglyceride, ethoxydiglycol, castor oil, citrus aurantium amara flower water, citrus aurantium dulcis, citrus nobilis oil, citrus limon juice extract, citrus grandis, propylene glycol"
prod_000369,Laura Mercier Perfecting Water Moisture Mist 200ml,Laura Mercier,other,39.37,"['maris aqua', 'glycerin', 'betaine', 'butylene glycol', 'artemia extract', 'polyquaternium-51', 'camellia sinensis extract', 'capric triglyceride', 'trehalose', 'pyrus cydonia seed extract', 'sodium carboxymethyl dextran', '10-hydroxydecanoic acid', 'sebacic acid', '1,10-decanediol', 'tocopheryl acetate', 'citric acid', 'sodium citrate', 'disodium edta', 'pvm/ma', 'potassium hydroxide', 'glycereth-25 pca isostearate', 'methylparaben']","['maris aqua', 'glycerin', 'betaine', 'butylene glycol', 'artemia extract', 'polyquaternium', 'camellia sinensis extract', 'capric triglyceride', 'trehalose', 'pyrus cydonia seed extract', 'sodium carboxymethyl dextran', 'hydroxydecanoic acid', 'sebacic acid', ',10-decanediol', 'vitamin e', 'citric acid', 'sodium citrate', 'disodium edta', 'pvm/ma', 'potassium hydroxide', 'glycereth-25 pca isostearate', 'paraben']",kaggle,"['all', 'combination', 'dry']",['hydration'],4.1,1847,"This other contains maris aqua, glycerin, betaine, butylene glycol, artemia extract, polyquaternium, camellia sinensis extract, capric triglyceride, trehalose, pyrus cydonia seed extract","laura mercier perfecting water moisture mist 200ml other laura mercier all combination dry hydration maris aqua glycerin betaine butylene glycol artemia extract polyquaternium camellia sinensis extract capric triglyceride trehalose pyrus cydonia seed extract sodium carboxymethyl dextran hydroxydecanoic acid sebacic acid ,10-decanediol vitamin e citric acid sodium citrate disodium edta pvm/ma potassium hydroxide glycereth-25 pca isostearate paraben this other contains maris aqua, glycerin, betaine, butylene glycol, artemia extract, polyquaternium, camellia sinensis extract, capric triglyceride, trehalose, pyrus cydonia seed extract"
prod_000370,Clinique Virtu-Oil Body Mist SPF30 144ml,Clinique,other,29.21,"['alcohol denat', 'octyldodecyl neopentanoate', 'homosalate', 'butyloctyl salicylate', 'ethylhexyl salicylate', 'butyl methoxydibenzoylmethane', 'polyester-8', 'acrylates/octylacrylamide copolymer', 'ethylhexyl methoxycrylene', 'dimethicon', 'trimethylsiloxysilicate', 'tocopheryl acetate', 'ethylcellulose']","['alcohol denat', 'octyldodecyl neopentanoate', 'homosalate', 'butyloctyl salicylate', 'ethylhexyl salicylate', 'butyl methoxydibenzoylmethane', 'polyester', 'acrylates/octylacrylamide copolymer', 'ethylhexyl methoxycrylene', 'dimethicon', 'trimethylsiloxysilicate', 'vitamin e', 'ethylcellulose']",kaggle,['all'],"['sensitivity', 'sun_protection']",4.1,1847,"This other contains alcohol denat, octyldodecyl neopentanoate, homosalate, butyloctyl salicylate, ethylhexyl salicylate, butyl methoxydibenzoylmethane, polyester, acrylates/octylacrylamide copolymer, ethylhexyl methoxycrylene, dimethicon","clinique virtu-oil body mist spf30 144ml other clinique all sensitivity sun_protection alcohol denat octyldodecyl neopentanoate homosalate butyloctyl salicylate ethylhexyl salicylate butyl methoxydibenzoylmethane polyester acrylates/octylacrylamide copolymer ethylhexyl methoxycrylene dimethicon trimethylsiloxysilicate vitamin e ethylcellulose this other contains alcohol denat, octyldodecyl neopentanoate, homosalate, butyloctyl salicylate, ethylhexyl salicylate, butyl methoxydibenzoylmethane, polyester, acrylates/octylacrylamide copolymer, ethylhexyl methoxycrylene, dimethicon"
prod_000371,Mauli Supreme Skin Rose Mist,Rose,other,45.72,"['rosa damascena', 'aloe barbadenis extract', 'sodium hyaluronate', 'curcuma longa root extract', 'melia azadirachta flower extract', 'ocimum sanctum extract', 'loniera caprifolium flower extract (japanese melsuckle)', 'lonicera japonica flower extract (japanese melsuckle)']","['rosa damascena', 'aloe barbadenis extract', 'hyaluronic acid', 'curcuma longa root extract', 'melia azadirachta flower extract', 'ocimum sanctum extract', 'loniera caprifolium flower extract', 'lonicera japonica flower extract']",kaggle,"['all', 'combination', 'dry']",['hydration'],3.9,726,"This other contains rosa damascena, aloe barbadenis extract, hyaluronic acid, curcuma longa root extract, melia azadirachta flower extract, ocimum sanctum extract, loniera caprifolium flower extract, lonicera japonica flower extract","mauli supreme skin rose mist other rose all combination dry hydration rosa damascena aloe barbadenis extract hyaluronic acid curcuma longa root extract melia azadirachta flower extract ocimum sanctum extract loniera caprifolium flower extract lonicera japonica flower extract this other contains rosa damascena, aloe barbadenis extract, hyaluronic acid, curcuma longa root extract, melia azadirachta flower extract, ocimum sanctum extract, loniera caprifolium flower extract, lonicera japonica flower extract"
prod_000372,Avant Skincare PH Balancing & Brightening Rose Infusion Day Mist 30ml,Rose,other,101.6,"['citric acid', 'disodium phosphate', 'ethylhexyl glycerin', 'glycerin', 'hexyl cinnamal', 'laurtrimonium chloride', 'limonene', 'methyl 2-octynoate', 'parfum', 'dimethicon', 'phenoxyethanol', 'propanediol', 'rosa hybrid flower extract', 'sodium hyaluronate', 'sodium phosphate', 'vp/va copolymer']","['citric acid', 'disodium phosphate', 'ethylhexyl glycerin', 'glycerin', 'hexyl cinnamal', 'laurtrimonium chloride', 'limonene', 'methyl 2-octynoate', 'fragrance', 'dimethicon', 'phenoxyethanol', 'propanediol', 'rosa hybrid flower extract', 'hyaluronic acid', 'sodium phosphate', 'vp/va copolymer']",kaggle,"['all', 'combination', 'dry']","['sensitivity', 'texture', 'pigmentation', 'hydration']",4.0,1559,"This other contains citric acid, disodium phosphate, ethylhexyl glycerin, glycerin, hexyl cinnamal, laurtrimonium chloride, limonene, methyl 2-octynoate, fragrance, dimethicon","avant skincare ph balancing & brightening rose infusion day mist 30ml other rose all combination dry sensitivity texture pigmentation hydration citric acid disodium phosphate ethylhexyl glycerin glycerin hexyl cinnamal laurtrimonium chloride limonene methyl 2-octynoate fragrance dimethicon phenoxyethanol propanediol rosa hybrid flower extract hyaluronic acid sodium phosphate vp/va copolymer this other contains citric acid, disodium phosphate, ethylhexyl glycerin, glycerin, hexyl cinnamal, laurtrimonium chloride, limonene, methyl 2-octynoate, fragrance, dimethicon"
prod_000373,Jurlique Lavender Hydrating Mist 100ml,Jurlique,other,40.64,"['polyglyceryl-10 laurate', 'glycerin', 'lavandula angustifolia', 'althaea officinalis root extract', 'aloe barbadenis extract', 'parfum', 'potassium sorbate', 'phenoxyethanol', 'ethylhexyl glycerin', 'sodium benzoate', 'citric acid', 'linalool', 'limonene']","['polyglyceryl-10 laurate', 'glycerin', 'lavandula angustifolia', 'althaea officinalis root extract', 'aloe barbadenis extract', 'fragrance', 'potassium sorbate', 'phenoxyethanol', 'ethylhexyl glycerin', 'sodium benzoate', 'citric acid', 'linalool', 'limonene']",kaggle,"['all', 'combination', 'dry']","['sensitivity', 'hydration']",4.0,1559,"This other contains polyglyceryl-10 laurate, glycerin, lavandula angustifolia, althaea officinalis root extract, aloe barbadenis extract, fragrance, potassium sorbate, phenoxyethanol, ethylhexyl glycerin, sodium benzoate","jurlique lavender hydrating mist 100ml other jurlique all combination dry sensitivity hydration polyglyceryl-10 laurate glycerin lavandula angustifolia althaea officinalis root extract aloe barbadenis extract fragrance potassium sorbate phenoxyethanol ethylhexyl glycerin sodium benzoate citric acid linalool limonene this other contains polyglyceryl-10 laurate, glycerin, lavandula angustifolia, althaea officinalis root extract, aloe barbadenis extract, fragrance, potassium sorbate, phenoxyethanol, ethylhexyl glycerin, sodium benzoate"
prod_000374,Salcura Antiac Acne Clearing Spray (100ML),Salcura,other,21.58,"['aloe barbadenis extract', 'glycerin', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'melaleuca alternifolia leaf extract', 'lecithin', 'zinc pca', 'bisabolol', 'p-anisic acid', 'calendula officinalis extract', 'chamomilla recutita flower oil', 'hippophae rhamnoides extract', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'mentha piperita extract', 'sweet citrus aurantium dulcis oil (citrus aurantium dulcis)', 'eucalyptus globulus', 'tocopheryl acetate', 'cetearyl glucoside', 'fusel wheat bran/straw glycosides', 'phenoxyethanol', 'limonene', 'benzyl alcohol', 'decyl glucoside', 'glyceryl caprylate', 'polyglyceryl-5 oleate', 'sodium cocoyl glutamate', 'linalool', 'citral', 'geraniol', 'alcohol', 'arganine', 'glyceryl laurate', 'polyglyceryl-3 caprylate', 'polyglyceryl-4 coco-caprylate']","['aloe barbadenis extract', 'glycerin', 'caprylyl wheat bran/straw glycosides', 'melaleuca alternifolia leaf extract', 'lecithin', 'zinc pca', 'bisabolol', 'p-anisic acid', 'calendula officinalis extract', 'chamomilla recutita flower oil', 'hippophae rhamnoides extract', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'mentha piperita extract', 'sweet citrus aurantium dulcis oil', 'eucalyptus globulus', 'vitamin e', 'cetearyl glucoside', 'fusel wheat bran/straw glycosides', 'phenoxyethanol', 'limonene', 'benzyl alcohol', 'decyl glucoside', 'glyceryl caprylate', 'polyglyceryl-5 oleate', 'sodium cocoyl glutamate', 'linalool', 'citral', 'geraniol', 'alcohol', 'arganine', 'glyceryl laurate', 'polyglyceryl-3 caprylate', 'polyglyceryl-4 coco-caprylate']",kaggle,"['all', 'combination', 'oily', 'dry', 'sensitive']","['texture', 'hydration', 'sensitivity', 'acne']",3.9,726,"This other contains aloe barbadenis extract, glycerin, caprylyl wheat bran/straw glycosides, melaleuca alternifolia leaf extract, lecithin, zinc pca, bisabolol, p-anisic acid, calendula officinalis extract, chamomilla recutita flower oil","salcura antiac acne clearing spray (100ml) other salcura all combination oily dry sensitive texture hydration sensitivity acne aloe barbadenis extract glycerin caprylyl wheat bran/straw glycosides melaleuca alternifolia leaf extract lecithin zinc pca bisabolol p-anisic acid calendula officinalis extract chamomilla recutita flower oil hippophae rhamnoides extract lavandula angustifolia rosmarinus officinalis extract mentha piperita extract sweet citrus aurantium dulcis oil eucalyptus globulus vitamin e cetearyl glucoside fusel wheat bran/straw glycosides phenoxyethanol limonene benzyl alcohol decyl glucoside glyceryl caprylate polyglyceryl-5 oleate sodium cocoyl glutamate linalool citral geraniol alcohol arganine glyceryl laurate polyglyceryl-3 caprylate polyglyceryl-4 coco-caprylate this other contains aloe barbadenis extract, glycerin, caprylyl wheat bran/straw glycosides, melaleuca alternifolia leaf extract, lecithin, zinc pca, bisabolol, p-anisic acid, calendula officinalis extract, chamomilla recutita flower oil"
prod_000375,Löwengrip Moisture on the go Facial Mist 100ml,Löwengrip,other,20.32,"['glycerin', 'propanediol', 'aloe barbadenis extract', 'phenoxyethanol', 'caprylyl glycol', 'polysorbate-20', 'allantoin', 'caprylhydroxamic acid', 'niacinamide', 'sodium starch octenylsuccinate', 'maltodextrin', 'calcium pantothenate', 'sodium ascorbyl phosphate', 'tocopheryl acetate', 'pyridoxine hcl', 'silica', 'parfum']","['glycerin', 'propanediol', 'aloe barbadenis extract', 'phenoxyethanol', 'caprylyl glycol', 'polysorbate', 'allantoin', 'caprylhydroxamic acid', 'niacinamide', 'sodium starch octenylsuccinate', 'maltodextrin', 'calcium pantothenate', 'vitamin c', 'vitamin e', 'pyridoxine hcl', 'silica', 'fragrance']",kaggle,"['all', 'combination', 'oily', 'dry', 'sensitive']","['pigmentation', 'hydration', 'sensitivity', 'aging', 'acne']",4.1,1847,"This other contains glycerin, propanediol, aloe barbadenis extract, phenoxyethanol, caprylyl glycol, polysorbate, allantoin, caprylhydroxamic acid, niacinamide, sodium starch octenylsuccinate","löwengrip moisture on the go facial mist 100ml other löwengrip all combination oily dry sensitive pigmentation hydration sensitivity aging acne glycerin propanediol aloe barbadenis extract phenoxyethanol caprylyl glycol polysorbate allantoin caprylhydroxamic acid niacinamide sodium starch octenylsuccinate maltodextrin calcium pantothenate vitamin c vitamin e pyridoxine hcl silica fragrance this other contains glycerin, propanediol, aloe barbadenis extract, phenoxyethanol, caprylyl glycol, polysorbate, allantoin, caprylhydroxamic acid, niacinamide, sodium starch octenylsuccinate"
prod_000376,Armani Prima Mist 100ml,Armani,other,43.18,"['capric triglyceride', 'glycerin', 'alcohol denat', 'isopropyl myristate', 'sambucus nigra', 'phenoxyethanol', 'dicaprylyl ether', 'chlorphenesin', 'rosa centifolia flower water', 'tocopherol', 'parfum', 'tetrasodium glutamate diacetate', 'citric acid', 'simmondsia chinensis leaf extract', 'sodium benzoate', 'sodium hyaluronate', 'potassium sorbate', 'hexyl cinnamal', 'limonene', 'hydroxycitronellal', 'alpha-isomethyl ionone', 'linalool']","['capric triglyceride', 'glycerin', 'alcohol denat', 'isopropyl myristate', 'sambucus nigra', 'phenoxyethanol', 'dicaprylyl ether', 'chlorphenesin', 'rosa centifolia flower water', 'vitamin e', 'fragrance', 'tetrasodium glutamate diacetate', 'citric acid', 'simmondsia chinensis leaf extract', 'sodium benzoate', 'hyaluronic acid', 'potassium sorbate', 'hexyl cinnamal', 'limonene', 'hydroxycitronellal', 'alpha-isomethyl ionone', 'linalool']",kaggle,"['all', 'combination', 'dry']","['sensitivity', 'texture', 'hydration']",4.0,1559,"This other contains capric triglyceride, glycerin, alcohol denat, isopropyl myristate, sambucus nigra, phenoxyethanol, dicaprylyl ether, chlorphenesin, rosa centifolia flower water, vitamin e","armani prima mist 100ml other armani all combination dry sensitivity texture hydration capric triglyceride glycerin alcohol denat isopropyl myristate sambucus nigra phenoxyethanol dicaprylyl ether chlorphenesin rosa centifolia flower water vitamin e fragrance tetrasodium glutamate diacetate citric acid simmondsia chinensis leaf extract sodium benzoate hyaluronic acid potassium sorbate hexyl cinnamal limonene hydroxycitronellal alpha-isomethyl ionone linalool this other contains capric triglyceride, glycerin, alcohol denat, isopropyl myristate, sambucus nigra, phenoxyethanol, dicaprylyl ether, chlorphenesin, rosa centifolia flower water, vitamin e"
prod_000377,The Ritual of Namasté Urban Hydrating Mist 100ml,The,other,25.27,"['rosa damascena', 'glycerin', 'nelumbo nucifera flower extract', 'tephrosia purpurea seed extract', 'polygonum fagopyrum extract', 'sodium hyaluronate', 'biosaccharide', 'polyglyceryl-4 coco-caprylate', 'propanediol', 'saccharide isomerate', 'sodium levulinate', 'glyceryl caprylate', 'citric acid', 'sodium citrate', 'sodium anisate', 'sodium hydroxide', 'potassium sorbate', 'sodium benzoate', 'benzyl alcohol', 'linalool', 'limonene', 'geraniol', 'citronellol', 'benzyl salicylate', 'citral', 'parfum']","['rosa damascena', 'glycerin', 'nelumbo nucifera flower extract', 'tephrosia purpurea seed extract', 'polygonum fagopyrum extract', 'hyaluronic acid', 'biosaccharide', 'polyglyceryl-4 coco-caprylate', 'propanediol', 'saccharide isomerate', 'sodium levulinate', 'glyceryl caprylate', 'citric acid', 'sodium citrate', 'sodium anisate', 'sodium hydroxide', 'potassium sorbate', 'sodium benzoate', 'benzyl alcohol', 'linalool', 'limonene', 'geraniol', 'citronellol', 'benzyl salicylate', 'citral', 'fragrance']",kaggle,"['all', 'combination', 'dry']","['sensitivity', 'hydration']",4.2,100,"This other contains rosa damascena, glycerin, nelumbo nucifera flower extract, tephrosia purpurea seed extract, polygonum fagopyrum extract, hyaluronic acid, biosaccharide, polyglyceryl-4 coco-caprylate, propanediol, saccharide isomerate","the ritual of namasté urban hydrating mist 100ml other the all combination dry sensitivity hydration rosa damascena glycerin nelumbo nucifera flower extract tephrosia purpurea seed extract polygonum fagopyrum extract hyaluronic acid biosaccharide polyglyceryl-4 coco-caprylate propanediol saccharide isomerate sodium levulinate glyceryl caprylate citric acid sodium citrate sodium anisate sodium hydroxide potassium sorbate sodium benzoate benzyl alcohol linalool limonene geraniol citronellol benzyl salicylate citral fragrance this other contains rosa damascena, glycerin, nelumbo nucifera flower extract, tephrosia purpurea seed extract, polygonum fagopyrum extract, hyaluronic acid, biosaccharide, polyglyceryl-4 coco-caprylate, propanediol, saccharide isomerate"
prod_000378,Acorelle Pure Harvest Body Perfume - 100ml,Acorelle,other,12.7,"['alcohol', 'glycerin', 'parfum', 'limonene', 'linalool']","['alcohol', 'glycerin', 'fragrance', 'limonene', 'linalool']",kaggle,"['all', 'combination', 'dry']",['hydration'],3.8,185,"This other contains alcohol, glycerin, fragrance, limonene, linalool","acorelle pure harvest body perfume - 100ml other acorelle all combination dry hydration alcohol glycerin fragrance limonene linalool this other contains alcohol, glycerin, fragrance, limonene, linalool"
prod_000379,Jurlique Lavender Hydrating Mist 50ml,Jurlique,other,29.21,"['polyglyceryl-10 laurate', 'glycerin', 'lavandula angustifolia', 'althaea officinalis root extract', 'aloe barbadenis extract', 'parfum', 'potassium sorbate', 'phenoxyethanol', 'ethylhexyl glycerin', 'sodium benzoate', 'citric acid', 'linalool', 'limonene']","['polyglyceryl-10 laurate', 'glycerin', 'lavandula angustifolia', 'althaea officinalis root extract', 'aloe barbadenis extract', 'fragrance', 'potassium sorbate', 'phenoxyethanol', 'ethylhexyl glycerin', 'sodium benzoate', 'citric acid', 'linalool', 'limonene']",kaggle,"['all', 'combination', 'dry']","['sensitivity', 'hydration']",4.0,1559,"This other contains polyglyceryl-10 laurate, glycerin, lavandula angustifolia, althaea officinalis root extract, aloe barbadenis extract, fragrance, potassium sorbate, phenoxyethanol, ethylhexyl glycerin, sodium benzoate","jurlique lavender hydrating mist 50ml other jurlique all combination dry sensitivity hydration polyglyceryl-10 laurate glycerin lavandula angustifolia althaea officinalis root extract aloe barbadenis extract fragrance potassium sorbate phenoxyethanol ethylhexyl glycerin sodium benzoate citric acid linalool limonene this other contains polyglyceryl-10 laurate, glycerin, lavandula angustifolia, althaea officinalis root extract, aloe barbadenis extract, fragrance, potassium sorbate, phenoxyethanol, ethylhexyl glycerin, sodium benzoate"
prod_000380,Natura Bissé Tolerance Toner 200ml,Natura,other,58.42,"['glycerin', 'propylene glycol', 'peg-6 capric triglyceride', 'sambucus nigra', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'arganine', 'ethylhexyl glycerin', 'pentylene glycol', 'urea', 'lactic acid', 'sodium lactate', 'serine', 'sorbitol', 'allantoin', 'sodium chloride', 'castor oil', 'disodium edta', 'potassium sorbate', 'sodium benzoate', 'phenoxyethanol', 'parfum', 'aroma', 'caramel']","['glycerin', 'propylene glycol', 'peg-6 capric triglyceride', 'sambucus nigra', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'arganine', 'ethylhexyl glycerin', 'pentylene glycol', 'urea', 'lactic acid', 'sodium lactate', 'serine', 'sorbitol', 'allantoin', 'sodium chloride', 'castor oil', 'disodium edta', 'potassium sorbate', 'sodium benzoate', 'phenoxyethanol', 'fragrance', 'caramel']",kaggle,"['all', 'combination', 'oily', 'dry', 'sensitive']","['sensitivity', 'pigmentation', 'hydration', 'texture']",3.9,726,"This other contains glycerin, propylene glycol, peg-6 capric triglyceride, sambucus nigra, chamomilla recutita flower oil, camellia sinensis extract, arganine, ethylhexyl glycerin, pentylene glycol, urea","natura bissé tolerance toner 200ml other natura all combination oily dry sensitive sensitivity pigmentation hydration texture glycerin propylene glycol peg-6 capric triglyceride sambucus nigra chamomilla recutita flower oil camellia sinensis extract arganine ethylhexyl glycerin pentylene glycol urea lactic acid sodium lactate serine sorbitol allantoin sodium chloride castor oil disodium edta potassium sorbate sodium benzoate phenoxyethanol fragrance caramel this other contains glycerin, propylene glycol, peg-6 capric triglyceride, sambucus nigra, chamomilla recutita flower oil, camellia sinensis extract, arganine, ethylhexyl glycerin, pentylene glycol, urea"
prod_000381,NIOD Superoxide Dismutase Saccharide Mist 240ml,Niod,other,43.18,"['superoxide dismutase', 'pseudoalteromonas exopolysaccharides', 'mirabilis jalapa extract', 'arganine', 'propanediol', 'glycerin', 'butylene glycol', 'sodium salicylate', 'ppg-26 buteth-26', 'castor oil', 'citric acid', 'trisodium ethylenediamine disuccinate', 'phenoxyethanol', 'chlorphenesin']","['superoxide dismutase', 'pseudoalteromonas exopolysaccharides', 'mirabilis jalapa extract', 'arganine', 'propanediol', 'glycerin', 'butylene glycol', 'sodium salicylate', 'ppg-26 buteth', 'castor oil', 'citric acid', 'trisodium ethylenediamine disuccinate', 'phenoxyethanol', 'chlorphenesin']",kaggle,"['all', 'combination', 'dry']",['hydration'],4.1,1847,"This other contains superoxide dismutase, pseudoalteromonas exopolysaccharides, mirabilis jalapa extract, arganine, propanediol, glycerin, butylene glycol, sodium salicylate, ppg-26 buteth, castor oil","niod superoxide dismutase saccharide mist 240ml other niod all combination dry hydration superoxide dismutase pseudoalteromonas exopolysaccharides mirabilis jalapa extract arganine propanediol glycerin butylene glycol sodium salicylate ppg-26 buteth castor oil citric acid trisodium ethylenediamine disuccinate phenoxyethanol chlorphenesin this other contains superoxide dismutase, pseudoalteromonas exopolysaccharides, mirabilis jalapa extract, arganine, propanediol, glycerin, butylene glycol, sodium salicylate, ppg-26 buteth, castor oil"
